user_id,domain,level,priority,is_on_time,free_time_rto,punct_score
1,1,3,3,1,0.5,0
1,1,3,3,1,0.45,0
1,1,3,3,1,0.4,0
1,1,3,3,1,0.35,0
1,1,3,3,1,0.35,0
1,1,3,3,1,0.3,0
1,1,3,3,1,0.25,0
1,1,3,3,1,0.2,0
1,1,3,3,1,0.2,0
1,1,3,3,1,0.2,0
1,1,3,3,1,0.15,0
1,1,3,3,1,0.15,0
1,1,3,3,1,0.1,0
1,1,3,3,1,0.05,0
1,1,3,3,1,0.05,0
1,1,3,3,1,0.05,0
1,1,3,3,1,0,0
|
2,1,3,3,1,0.5,0
2,1,3,3,1,0.45,0
2,1,3,3,1,0.4,0
2,1,3,3,1,0.35,0
2,1,3,3,1,0.35,0
2,1,3,3,1,0.3,0
2,1,2,3,1,0.25,0
2,1,2,3,1,0.2,0
2,1,2,3,1,0.2,0
2,1,2,3,1,0.2,0
2,1,2,3,1,0.15,0
2,1,2,3,1,0.15,0
2,1,2,3,1,0.1,0
2,1,2,3,1,0.05,0
2,1,2,3,1,0.05,0
2,1,2,3,1,0.05,0
2,1,2,3,1,0,0
|
3,1,2,3,1,0.5,0
3,1,2,3,1,0.45,0
3,1,2,3,1,0.4,0
3,1,2,3,1,0.35,0
3,1,2,3,1,0.35,0
3,1,2,3,1,0.3,0
3,1,2,3,1,0.25,0
3,1,2,3,1,0.2,0
3,1,2,3,1,0.2,0
3,1,2,3,1,0.2,0
3,1,2,3,1,0.15,0
3,1,2,3,1,0.15,0
3,1,2,3,1,0.1,0
3,1,2,3,1,0.05,0
3,1,2,3,1,0.05,0
3,1,2,3,1,0.05,0
3,1,2,3,1,0,0
|
4,1,2,3,1,0.5,0
4,1,2,3,1,0.45,0
4,1,2,3,1,0.4,0
4,1,2,3,1,0.35,0
4,1,2,3,1,0.35,0
4,1,2,3,1,0.3,0
4,1,1,3,1,0.25,0
4,1,1,3,1,0.2,0
4,1,1,3,1,0.2,0
4,1,1,3,1,0.2,0
4,1,1,3,1,0.15,0
4,1,1,3,1,0.15,0
4,1,1,3,1,0.1,0
4,1,1,3,1,0.05,0
4,1,1,3,1,0.05,0
4,1,1,3,1,0.05,0
4,1,1,3,1,0,0
|
5,1,1,3,1,0.5,0
5,1,1,3,1,0.45,0
5,1,1,3,1,0.4,0
5,1,1,3,1,0.35,0
5,1,1,3,1,0.35,0
5,1,1,3,1,0.3,0
5,1,1,3,1,0.25,0
5,1,1,3,1,0.2,0
5,1,1,3,1,0.2,0
5,1,1,3,1,0.2,0
5,1,1,3,1,0.15,0
5,1,1,3,1,0.15,0
5,1,1,3,1,0.1,0
5,1,1,3,1,0.05,0
